"","Taxon","Family","Order","Importer","Exporter","Year","mass","Clean_code","IUCNName"
"4882","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2006,0,"NE","Rauvolfia serpentina"
"4883","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2007,0,"NE","Rauvolfia serpentina"
"4884","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2008,0,"NE","Rauvolfia serpentina"
"4885","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2009,0,"NE","Rauvolfia serpentina"
"4886","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2010,0,"NE","Rauvolfia serpentina"
"4887","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2011,50,"NE","Rauvolfia serpentina"
"4888","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2012,0,"NE","Rauvolfia serpentina"
"4889","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2013,0,"NE","Rauvolfia serpentina"
"4890","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2014,0,"NE","Rauvolfia serpentina"
"4891","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2015,0,"NE","Rauvolfia serpentina"
"4892","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2016,0,"NE","Rauvolfia serpentina"
"4893","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2017,0,"NE","Rauvolfia serpentina"
"4894","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2018,0,"NE","Rauvolfia serpentina"
"4895","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2019,0,"NE","Rauvolfia serpentina"
"4896","Rauvolfia serpentina","Apocynaceae","Gentianales","CH","TH",2020,0,"NE","Rauvolfia serpentina"
"4897","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2000,0,"NE","Rauvolfia serpentina"
"4898","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2001,0,"NE","Rauvolfia serpentina"
"4899","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2002,0,"NE","Rauvolfia serpentina"
"4900","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2003,0,"NE","Rauvolfia serpentina"
"4901","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2004,0,"NE","Rauvolfia serpentina"
"4902","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2005,0,"NE","Rauvolfia serpentina"
"4903","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2006,0,"NE","Rauvolfia serpentina"
"4904","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2007,0,"NE","Rauvolfia serpentina"
"4905","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2008,0,"NE","Rauvolfia serpentina"
"4906","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2009,0,"NE","Rauvolfia serpentina"
"4907","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2010,0,"NE","Rauvolfia serpentina"
"4908","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2011,0,"NE","Rauvolfia serpentina"
"4909","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2012,0,"NE","Rauvolfia serpentina"
"4910","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2013,0,"NE","Rauvolfia serpentina"
"4911","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2014,0,"NE","Rauvolfia serpentina"
"4912","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2015,0,"NE","Rauvolfia serpentina"
"4913","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2016,4,"NE","Rauvolfia serpentina"
"4914","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2017,0,"NE","Rauvolfia serpentina"
"4915","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2018,0,"NE","Rauvolfia serpentina"
"4916","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2019,0,"NE","Rauvolfia serpentina"
"4917","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","BD",2020,0,"NE","Rauvolfia serpentina"
"4918","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2000,9011,"NE","Rauvolfia serpentina"
"4919","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2001,4020,"NE","Rauvolfia serpentina"
"4920","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2002,1740,"NE","Rauvolfia serpentina"
"4921","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2003,0,"NE","Rauvolfia serpentina"
"4922","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2004,3050,"NE","Rauvolfia serpentina"
"4923","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2005,1107,"NE","Rauvolfia serpentina"
"4924","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2006,2100,"NE","Rauvolfia serpentina"
"4925","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2007,2800,"NE","Rauvolfia serpentina"
"4926","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2008,0,"NE","Rauvolfia serpentina"
"4927","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2009,5037,"NE","Rauvolfia serpentina"
"4928","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2010,670.5,"NE","Rauvolfia serpentina"
"4929","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2011,180.785,"NE","Rauvolfia serpentina"
"4930","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2012,0.2,"NE","Rauvolfia serpentina"
"4931","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2013,100,"NE","Rauvolfia serpentina"
"4932","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2014,0,"NE","Rauvolfia serpentina"
"4933","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2015,0.05,"NE","Rauvolfia serpentina"
"4934","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2016,0,"NE","Rauvolfia serpentina"
"4935","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2017,0,"NE","Rauvolfia serpentina"
"4936","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2018,0,"NE","Rauvolfia serpentina"
"4937","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2019,0,"NE","Rauvolfia serpentina"
"4938","Rauvolfia serpentina","Apocynaceae","Gentianales","DE","TH",2020,0,"NE","Rauvolfia serpentina"
"4939","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2000,0,"NE","Rauvolfia serpentina"
"4940","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2001,0,"NE","Rauvolfia serpentina"
"4941","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2002,0,"NE","Rauvolfia serpentina"
"4942","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2003,0,"NE","Rauvolfia serpentina"
"4943","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2004,3000,"NE","Rauvolfia serpentina"
"4944","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2005,1920,"NE","Rauvolfia serpentina"
"4945","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2006,0,"NE","Rauvolfia serpentina"
"4946","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2007,2100,"NE","Rauvolfia serpentina"
"4947","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2008,1000,"NE","Rauvolfia serpentina"
"4948","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2009,0,"NE","Rauvolfia serpentina"
"4949","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2010,0,"NE","Rauvolfia serpentina"
"4950","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2011,0,"NE","Rauvolfia serpentina"
"4951","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2012,0,"NE","Rauvolfia serpentina"
"4952","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2013,0,"NE","Rauvolfia serpentina"
"4953","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2014,0,"NE","Rauvolfia serpentina"
"4954","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2015,0,"NE","Rauvolfia serpentina"
"4955","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2016,0,"NE","Rauvolfia serpentina"
"4956","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2017,0,"NE","Rauvolfia serpentina"
"4957","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2018,0,"NE","Rauvolfia serpentina"
"4958","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2019,0,"NE","Rauvolfia serpentina"
"4959","Rauvolfia serpentina","Apocynaceae","Gentianales","IT","TH",2020,0,"NE","Rauvolfia serpentina"
"4960","Ravenea rivularis","Palmae","Arecales","HK","MG",2003,0,"VU","Ravenea rivularis"
"4961","Ravenea rivularis","Palmae","Arecales","HK","MG",2004,0,"VU","Ravenea rivularis"
"4962","Ravenea rivularis","Palmae","Arecales","HK","MG",2005,0,"VU","Ravenea rivularis"
"4963","Ravenea rivularis","Palmae","Arecales","HK","MG",2006,0,"VU","Ravenea rivularis"
"4964","Ravenea rivularis","Palmae","Arecales","HK","MG",2007,0,"VU","Ravenea rivularis"
"4965","Ravenea rivularis","Palmae","Arecales","HK","MG",2008,0,"VU","Ravenea rivularis"
"4966","Ravenea rivularis","Palmae","Arecales","HK","MG",2009,0,"VU","Ravenea rivularis"
"4967","Ravenea rivularis","Palmae","Arecales","HK","MG",2010,0,"VU","Ravenea rivularis"
"4968","Ravenea rivularis","Palmae","Arecales","HK","MG",2011,1000,"VU","Ravenea rivularis"
"4969","Ravenea rivularis","Palmae","Arecales","HK","MG",2012,0,"EN","Ravenea rivularis"
"4970","Ravenea rivularis","Palmae","Arecales","HK","MG",2013,0,"EN","Ravenea rivularis"
"4971","Ravenea rivularis","Palmae","Arecales","HK","MG",2014,0,"EN","Ravenea rivularis"
"4972","Ravenea rivularis","Palmae","Arecales","HK","MG",2015,0,"EN","Ravenea rivularis"
"4973","Ravenea rivularis","Palmae","Arecales","HK","MG",2016,400,"EN","Ravenea rivularis"
"4974","Ravenea rivularis","Palmae","Arecales","HK","MG",2017,250,"VU","Ravenea rivularis"
"4975","Ravenea rivularis","Palmae","Arecales","HK","MG",2018,0,"VU","Ravenea rivularis"
"4976","Ravenea rivularis","Palmae","Arecales","HK","MG",2019,0,"VU","Ravenea rivularis"
"4977","Ravenea rivularis","Palmae","Arecales","HK","MG",2020,0,"VU","Ravenea rivularis"
"4978","Ravenea rivularis","Palmae","Arecales","NL","MG",2003,0,"VU","Ravenea rivularis"
"4979","Ravenea rivularis","Palmae","Arecales","NL","MG",2004,0,"VU","Ravenea rivularis"
"4980","Ravenea rivularis","Palmae","Arecales","NL","MG",2005,0,"VU","Ravenea rivularis"
"4981","Ravenea rivularis","Palmae","Arecales","NL","MG",2006,0,"VU","Ravenea rivularis"
"4982","Ravenea rivularis","Palmae","Arecales","NL","MG",2007,0,"VU","Ravenea rivularis"
"4983","Ravenea rivularis","Palmae","Arecales","NL","MG",2008,0,"VU","Ravenea rivularis"
"4984","Ravenea rivularis","Palmae","Arecales","NL","MG",2009,0,"VU","Ravenea rivularis"
"4985","Ravenea rivularis","Palmae","Arecales","NL","MG",2010,1000,"VU","Ravenea rivularis"
"4986","Ravenea rivularis","Palmae","Arecales","NL","MG",2011,0,"VU","Ravenea rivularis"
"4987","Ravenea rivularis","Palmae","Arecales","NL","MG",2012,0,"EN","Ravenea rivularis"
"4988","Ravenea rivularis","Palmae","Arecales","NL","MG",2013,0,"EN","Ravenea rivularis"
"4989","Ravenea rivularis","Palmae","Arecales","NL","MG",2014,0,"EN","Ravenea rivularis"
"4990","Ravenea rivularis","Palmae","Arecales","NL","MG",2015,0,"EN","Ravenea rivularis"
"4991","Ravenea rivularis","Palmae","Arecales","NL","MG",2016,0,"EN","Ravenea rivularis"
"4992","Ravenea rivularis","Palmae","Arecales","NL","MG",2017,0,"VU","Ravenea rivularis"
"4993","Ravenea rivularis","Palmae","Arecales","NL","MG",2018,0,"VU","Ravenea rivularis"
"4994","Ravenea rivularis","Palmae","Arecales","NL","MG",2019,0,"VU","Ravenea rivularis"
"4995","Ravenea rivularis","Palmae","Arecales","NL","MG",2020,1000,"VU","Ravenea rivularis"
"4996","Ravenea rivularis","Palmae","Arecales","US","MG",2003,1500,"VU","Ravenea rivularis"
"4997","Ravenea rivularis","Palmae","Arecales","US","MG",2004,4058,"VU","Ravenea rivularis"
"4998","Ravenea rivularis","Palmae","Arecales","US","MG",2005,3475,"VU","Ravenea rivularis"
"4999","Ravenea rivularis","Palmae","Arecales","US","MG",2006,4570,"VU","Ravenea rivularis"
"5000","Ravenea rivularis","Palmae","Arecales","US","MG",2007,4925,"VU","Ravenea rivularis"
"5001","Ravenea rivularis","Palmae","Arecales","US","MG",2008,3575,"VU","Ravenea rivularis"
"5002","Ravenea rivularis","Palmae","Arecales","US","MG",2009,4350,"VU","Ravenea rivularis"
"5003","Ravenea rivularis","Palmae","Arecales","US","MG",2010,4825,"VU","Ravenea rivularis"
"5004","Ravenea rivularis","Palmae","Arecales","US","MG",2011,5550,"VU","Ravenea rivularis"
"5005","Ravenea rivularis","Palmae","Arecales","US","MG",2012,2000,"EN","Ravenea rivularis"
"5006","Ravenea rivularis","Palmae","Arecales","US","MG",2013,0,"EN","Ravenea rivularis"
"5007","Ravenea rivularis","Palmae","Arecales","US","MG",2014,7875,"EN","Ravenea rivularis"
"5008","Ravenea rivularis","Palmae","Arecales","US","MG",2015,4500,"EN","Ravenea rivularis"
"5009","Ravenea rivularis","Palmae","Arecales","US","MG",2016,150,"EN","Ravenea rivularis"
"5010","Ravenea rivularis","Palmae","Arecales","US","MG",2017,2775,"VU","Ravenea rivularis"
"5011","Ravenea rivularis","Palmae","Arecales","US","MG",2018,0,"VU","Ravenea rivularis"
"5012","Ravenea rivularis","Palmae","Arecales","US","MG",2019,0,"VU","Ravenea rivularis"
"5013","Ravenea rivularis","Palmae","Arecales","US","MG",2020,0,"VU","Ravenea rivularis"
"5014","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2000,0,"LC","Sarracenia purpurea subsp. purpurea"
"5015","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2001,0,"LC","Sarracenia purpurea subsp. purpurea"
"5016","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2002,0,"LC","Sarracenia purpurea subsp. purpurea"
"5017","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2003,0,"LC","Sarracenia purpurea subsp. purpurea"
"5018","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2004,0,"LC","Sarracenia purpurea subsp. purpurea"
"5019","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2005,0,"LC","Sarracenia purpurea subsp. purpurea"
"5020","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2006,0,"LC","Sarracenia purpurea subsp. purpurea"
"5021","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2007,36,"LC","Sarracenia purpurea subsp. purpurea"
"5022","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2008,0,"LC","Sarracenia purpurea subsp. purpurea"
"5023","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2009,0,"LC","Sarracenia purpurea subsp. purpurea"
"5024","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2010,0,"LC","Sarracenia purpurea subsp. purpurea"
"5025","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2011,0,"LC","Sarracenia purpurea subsp. purpurea"
"5026","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2012,0,"LC","Sarracenia purpurea subsp. purpurea"
"5027","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2013,0,"LC","Sarracenia purpurea subsp. purpurea"
"5028","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2014,0,"LC","Sarracenia purpurea subsp. purpurea"
"5029","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2015,0,"LC","Sarracenia purpurea subsp. purpurea"
"5030","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2016,0,"LC","Sarracenia purpurea subsp. purpurea"
"5031","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2017,0,"LC","Sarracenia purpurea subsp. purpurea"
"5032","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2018,0,"LC","Sarracenia purpurea subsp. purpurea"
"5033","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2019,0,"LC","Sarracenia purpurea subsp. purpurea"
"5034","Sarracenia purpurea","Sarraceniaceae","Nepenthales","US","CA",2020,0,"LC","Sarracenia purpurea subsp. purpurea"
"5035","Satranala decussilvae","Palmae","Arecales","CH","MG",2003,0,"EN","Satranala decussilvae"
"5036","Satranala decussilvae","Palmae","Arecales","CH","MG",2004,0,"EN","Satranala decussilvae"
"5037","Satranala decussilvae","Palmae","Arecales","CH","MG",2005,0.086,"EN","Satranala decussilvae"
"5038","Satranala decussilvae","Palmae","Arecales","CH","MG",2006,0,"EN","Satranala decussilvae"
"5039","Satranala decussilvae","Palmae","Arecales","CH","MG",2007,0,"EN","Satranala decussilvae"
"5040","Satranala decussilvae","Palmae","Arecales","CH","MG",2008,0,"EN","Satranala decussilvae"
"5041","Satranala decussilvae","Palmae","Arecales","CH","MG",2009,0,"EN","Satranala decussilvae"
"5042","Satranala decussilvae","Palmae","Arecales","CH","MG",2010,0,"EN","Satranala decussilvae"
"5043","Satranala decussilvae","Palmae","Arecales","CH","MG",2011,0,"EN","Satranala decussilvae"
"5044","Satranala decussilvae","Palmae","Arecales","CH","MG",2012,0,"EN","Satranala decussilvae"
"5045","Satranala decussilvae","Palmae","Arecales","CH","MG",2013,0,"EN","Satranala decussilvae"
"5046","Satranala decussilvae","Palmae","Arecales","CH","MG",2014,0,"EN","Satranala decussilvae"
"5047","Satranala decussilvae","Palmae","Arecales","CH","MG",2015,0,"EN","Satranala decussilvae"
"5048","Satranala decussilvae","Palmae","Arecales","CH","MG",2016,0,"EN","Satranala decussilvae"
"5049","Satranala decussilvae","Palmae","Arecales","CH","MG",2017,0,"EN","Satranala decussilvae"
"5050","Satranala decussilvae","Palmae","Arecales","CH","MG",2018,0,"EN","Satranala decussilvae"
"5051","Satranala decussilvae","Palmae","Arecales","CH","MG",2019,0,"EN","Satranala decussilvae"
"5052","Satranala decussilvae","Palmae","Arecales","CH","MG",2020,0,"EN","Satranala decussilvae"
"5053","Satranala decussilvae","Palmae","Arecales","US","MG",2003,0,"EN","Satranala decussilvae"
"5054","Satranala decussilvae","Palmae","Arecales","US","MG",2004,0,"EN","Satranala decussilvae"
"5055","Satranala decussilvae","Palmae","Arecales","US","MG",2005,0,"EN","Satranala decussilvae"
"5056","Satranala decussilvae","Palmae","Arecales","US","MG",2006,0,"EN","Satranala decussilvae"
"5057","Satranala decussilvae","Palmae","Arecales","US","MG",2007,94,"EN","Satranala decussilvae"
"5058","Satranala decussilvae","Palmae","Arecales","US","MG",2008,0,"EN","Satranala decussilvae"
"5059","Satranala decussilvae","Palmae","Arecales","US","MG",2009,0,"EN","Satranala decussilvae"
"5060","Satranala decussilvae","Palmae","Arecales","US","MG",2010,0,"EN","Satranala decussilvae"
"5061","Satranala decussilvae","Palmae","Arecales","US","MG",2011,0,"EN","Satranala decussilvae"
"5062","Satranala decussilvae","Palmae","Arecales","US","MG",2012,0,"EN","Satranala decussilvae"
"5063","Satranala decussilvae","Palmae","Arecales","US","MG",2013,0,"EN","Satranala decussilvae"
"5064","Satranala decussilvae","Palmae","Arecales","US","MG",2014,0,"EN","Satranala decussilvae"
"5065","Satranala decussilvae","Palmae","Arecales","US","MG",2015,0,"EN","Satranala decussilvae"
"5066","Satranala decussilvae","Palmae","Arecales","US","MG",2016,0,"EN","Satranala decussilvae"
"5067","Satranala decussilvae","Palmae","Arecales","US","MG",2017,0,"EN","Satranala decussilvae"
"5068","Satranala decussilvae","Palmae","Arecales","US","MG",2018,0,"EN","Satranala decussilvae"
"5069","Satranala decussilvae","Palmae","Arecales","US","MG",2019,0,"EN","Satranala decussilvae"
"5070","Satranala decussilvae","Palmae","Arecales","US","MG",2020,0,"EN","Satranala decussilvae"
"5071","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2000,0,"NE","Selenicereus grandiflorus"
"5072","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2001,0,"NE","Selenicereus grandiflorus"
"5073","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2002,0,"NE","Selenicereus grandiflorus"
"5074","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2003,0,"NE","Selenicereus grandiflorus"
"5075","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2004,1200,"NE","Selenicereus grandiflorus"
"5076","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2005,4000,"NE","Selenicereus grandiflorus"
"5077","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2006,0,"NE","Selenicereus grandiflorus"
"5078","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2007,0,"NE","Selenicereus grandiflorus"
"5079","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2008,0,"NE","Selenicereus grandiflorus"
"5080","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2009,0,"NE","Selenicereus grandiflorus"
"5081","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2010,0,"NE","Selenicereus grandiflorus"
"5082","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2011,0,"NE","Selenicereus grandiflorus"
"5083","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2012,0,"NE","Selenicereus grandiflorus"
"5084","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2013,0,"LC","Selenicereus grandiflorus"
"5085","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2014,0,"LC","Selenicereus grandiflorus"
"5086","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2015,0,"LC","Selenicereus grandiflorus"
"5087","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2016,0,"LC","Selenicereus grandiflorus"
"5088","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2017,0,"LC","Selenicereus grandiflorus"
"5089","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2018,0,"LC","Selenicereus grandiflorus"
"5090","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2019,0,"LC","Selenicereus grandiflorus"
"5091","Selenicereus grandiflorus","Cactaceae","Caryophyllales","DE","MA",2020,0,"LC","Selenicereus grandiflorus"
"5092","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2000,0,"NE","Sphaeropteris glauca"
"5093","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2001,0,"NE","Sphaeropteris glauca"
"5094","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2002,0,"NE","Sphaeropteris glauca"
"5095","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2003,2478,"NE","Sphaeropteris glauca"
"5096","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2004,0,"NE","Sphaeropteris glauca"
"5097","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2005,0,"NE","Sphaeropteris glauca"
"5098","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2006,0,"NE","Sphaeropteris glauca"
"5099","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2007,0,"NE","Sphaeropteris glauca"
"5100","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2008,0,"NE","Sphaeropteris glauca"
"5101","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2009,0,"NE","Sphaeropteris glauca"
"5102","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2010,0,"NE","Sphaeropteris glauca"
"5103","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2011,0,"NE","Sphaeropteris glauca"
"5104","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2012,0,"NE","Sphaeropteris glauca"
"5105","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2013,0,"NE","Sphaeropteris glauca"
"5106","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2014,0,"NE","Sphaeropteris glauca"
"5107","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2015,0,"NE","Sphaeropteris glauca"
"5108","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2016,0,"NE","Sphaeropteris glauca"
"5109","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2017,0,"NE","Sphaeropteris glauca"
"5110","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2018,0,"NE","Sphaeropteris glauca"
"5111","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2019,0,"LC","Sphaeropteris glauca"
"5112","Sphaeropteris glauca","Cyatheaceae","Cyatheales","DE","ID",2020,0,"LC","Sphaeropteris glauca"
"5113","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2000,0,"NE","Sphaeropteris glauca"
"5114","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2001,0,"NE","Sphaeropteris glauca"
"5115","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2002,195984,"NE","Sphaeropteris glauca"
"5116","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2003,172668,"NE","Sphaeropteris glauca"
"5117","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2004,53500,"NE","Sphaeropteris glauca"
"5118","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2005,0,"NE","Sphaeropteris glauca"
"5119","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2006,69986,"NE","Sphaeropteris glauca"
"5120","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2007,77150,"NE","Sphaeropteris glauca"
"5121","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2008,0,"NE","Sphaeropteris glauca"
"5122","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2009,0,"NE","Sphaeropteris glauca"
"5123","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2010,28000,"NE","Sphaeropteris glauca"
"5124","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2011,0,"NE","Sphaeropteris glauca"
"5125","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2012,0,"NE","Sphaeropteris glauca"
"5126","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2013,0,"NE","Sphaeropteris glauca"
"5127","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2014,0,"NE","Sphaeropteris glauca"
"5128","Sphaeropteris glauca","Cyatheaceae","Cyatheales","JP","ID",2015,3232,"NE","Sphaeropteris glauca"
