"","Taxon","Family","Order","Importer","Exporter","Year","n"
"19283","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2000,0
"19284","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2001,0
"19285","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2002,0
"19286","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2003,0
"19287","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2004,0
"19288","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2005,0
"19289","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2006,5
"19290","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2007,0
"19291","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2008,0
"19292","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2009,0
"19293","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2010,0
"19294","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2011,0
"19295","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2012,0
"19296","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2013,0
"19297","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2014,10
"19298","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2015,20
"19299","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2016,30
"19300","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2017,0
"19301","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2018,0
"19302","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2019,0
"19303","Euphorbia viguieri","Euphorbiaceae","Euphorbiales","JP","MG",2020,0
"19304","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2000,0
"19305","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2001,0
"19306","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2002,0
"19307","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2003,0
"19308","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2004,0
"19309","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2005,170
"19310","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2006,0
"19311","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2007,0
"19312","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2008,0
"19313","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2009,0
"19314","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2010,0
"19315","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2011,0
"19316","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2012,0
"19317","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2013,0
"19318","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2014,0
"19319","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2015,0
"19320","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2016,0
"19321","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2017,0
"19322","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2018,0
"19323","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2019,0
"19324","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","DE","MG",2020,0
"19325","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2000,0
"19326","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2001,0
"19327","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2002,0
"19328","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2003,0
"19329","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2004,0
"19330","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2005,0
"19331","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2006,0
"19332","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2007,0
"19333","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2008,0
"19334","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2009,0
"19335","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2010,0
"19336","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2011,0
"19337","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2012,0
"19338","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2013,0
"19339","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2014,10
"19340","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2015,20
"19341","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2016,90
"19342","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2017,0
"19343","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2018,0
"19344","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2019,0
"19345","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","HK","MG",2020,0
"19346","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2000,0
"19347","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2001,0
"19348","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2002,0
"19349","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2003,0
"19350","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2004,0
"19351","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2005,104
"19352","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2006,0
"19353","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2007,50
"19354","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2008,0
"19355","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2009,0
"19356","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2010,0
"19357","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2011,0
"19358","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2012,0
"19359","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2013,0
"19360","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2014,0
"19361","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2015,0
"19362","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2016,0
"19363","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2017,0
"19364","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2018,0
"19365","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2019,0
"19366","Euphorbia waringiae","Euphorbiaceae","Euphorbiales","US","MG",2020,0
"19367","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2000,0
"19368","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2001,0
"19369","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2002,0
"19370","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2003,0
"19371","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2004,0
"19372","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2005,0
"19373","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2006,0
"19374","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2007,0
"19375","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2008,0
"19376","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2009,0
"19377","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2010,1
"19378","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2011,0
"19379","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2012,0
"19380","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2013,0
"19381","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2014,0
"19382","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2015,0
"19383","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2016,0
"19384","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2017,0
"19385","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2018,0
"19386","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2019,0
"19387","Ferocactus chrysacanthus","Cactaceae","Caryophyllales","KR","JP",2020,0
"19388","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2000,0
"19389","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2001,0
"19390","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2002,240
"19391","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2003,130
"19392","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2004,0
"19393","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2005,0
"19394","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2006,0
"19395","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2007,0
"19396","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2008,0
"19397","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2009,0
"19398","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2010,0
"19399","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2011,0
"19400","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2012,0
"19401","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2013,0
"19402","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2014,0
"19403","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2015,0
"19404","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2016,0
"19405","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2017,0
"19406","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2018,0
"19407","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2019,0
"19408","Ferocactus cylindraceus","Cactaceae","Caryophyllales","NL","US",2020,0
"19409","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2000,0
"19410","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2001,0
"19411","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2002,0
"19412","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2003,0
"19413","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2004,0
"19414","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2005,0
"19415","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2006,0
"19416","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2007,0
"19417","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2008,0
"19418","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2009,0
"19419","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2010,5
"19420","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2011,0
"19421","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2012,0
"19422","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2013,0
"19423","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2014,0
"19424","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2015,0
"19425","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2016,0
"19426","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2017,0
"19427","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2018,0
"19428","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2019,0
"19429","Ferocactus gracilis","Cactaceae","Caryophyllales","KR","JP",2020,0
"19430","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2000,0
"19431","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2001,0
"19432","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2002,0
"19433","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2003,6
"19434","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2004,0
"19435","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2005,0
"19436","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2006,0
"19437","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2007,0
"19438","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2008,0
"19439","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2009,0
"19440","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2010,0
"19441","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2011,0
"19442","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2012,0
"19443","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2013,0
"19444","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2014,0
"19445","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2015,0
"19446","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2016,0
"19447","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2017,0
"19448","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2018,0
"19449","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2019,0
"19450","Flickingeria laciniosa","Orchidaceae","Orchidales","JP","MM",2020,0
"19451","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2000,0
"19452","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2001,0
"19453","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2002,0
"19454","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2003,0
"19455","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2004,0
"19456","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2005,0
"19457","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2006,0
"19458","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2007,0
"19459","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2008,0
"19460","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2009,0
"19461","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2010,10
"19462","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2011,0
"19463","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2012,0
"19464","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2013,0
"19465","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2014,0
"19466","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2015,0
"19467","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2016,0
"19468","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2017,0
"19469","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2018,0
"19470","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2019,0
"19471","Frailea castanea","Cactaceae","Caryophyllales","KR","JP",2020,0
"19472","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2000,0
"19473","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2001,0
"19474","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2002,0
"19475","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2003,0
"19476","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2004,0
"19477","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2005,0
"19478","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2006,0
"19479","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2007,0
"19480","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2008,0
"19481","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2009,0
"19482","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2010,2
"19483","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2011,0
"19484","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2012,0
"19485","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2013,0
"19486","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2014,0
"19487","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2015,0
"19488","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2016,0
"19489","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2017,0
"19490","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2018,0
"19491","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2019,0
"19492","Frailea cataphracta","Cactaceae","Caryophyllales","KR","JP",2020,0
"19493","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2000,0
"19494","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2001,0
"19495","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2002,0
"19496","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2003,0
"19497","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2004,0
"19498","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2005,0
"19499","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2006,0
"19500","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2007,0
"19501","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2008,350000
"19502","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2009,0
"19503","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2010,0
"19504","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2011,0
"19505","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2012,0
"19506","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2013,0
"19507","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2014,0
"19508","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2015,0
"19509","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2016,800
"19510","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2017,0
"19511","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2018,0
"19512","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2019,0
"19513","Galanthus elwesii","Amaryllidaceae","Liliales","CH","NL",2020,0
"19514","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2000,0
"19515","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2001,0
"19516","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2002,0
"19517","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2003,0
"19518","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2004,0
"19519","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2005,90000
"19520","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2006,0
"19521","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2007,0
"19522","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2008,0
"19523","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2009,0
"19524","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2010,10000
"19525","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2011,0
"19526","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2012,0
"19527","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2013,0
"19528","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2014,0
"19529","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2015,0
"19530","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2016,0
"19531","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2017,0
"19532","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2018,0
"19533","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2019,0
"19534","Galanthus elwesii","Amaryllidaceae","Liliales","CH","TR",2020,0
"19535","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2000,0
"19536","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2001,0
"19537","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2002,0
"19538","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2003,0
"19539","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2004,0
"19540","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2005,50000
"19541","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2006,0
"19542","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2007,0
"19543","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2008,0
"19544","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2009,0
"19545","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2010,0
"19546","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2011,0
"19547","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2012,0
"19548","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2013,0
"19549","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2014,0
"19550","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2015,0
"19551","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2016,0
"19552","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2017,0
"19553","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2018,0
"19554","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2019,0
"19555","Galanthus elwesii","Amaryllidaceae","Liliales","DK","TR",2020,0
"19556","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2000,3905000
"19557","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2001,4323900
"19558","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2002,5871530
"19559","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2003,5536860
"19560","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2004,5605000
"19561","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2005,5560000
"19562","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2006,5240000
"19563","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2007,1584200
"19564","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2008,4304272
"19565","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2009,2912615
"19566","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2010,3560590
"19567","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2011,4329975
"19568","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2012,3589246
"19569","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2013,2917350
"19570","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2014,4402412
"19571","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2015,2697129
"19572","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2016,1049397
"19573","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2017,1338632
"19574","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2018,1969207
"19575","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2019,2729197
"19576","Galanthus elwesii","Amaryllidaceae","Liliales","NL","TR",2020,2500000
"19577","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2000,0
"19578","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2001,0
"19579","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2002,0
"19580","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2003,0
"19581","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2004,0
"19582","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2005,0
"19583","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2006,0
"19584","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2007,0
"19585","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2008,0
"19586","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2009,0
"19587","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2010,0
"19588","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2011,0
"19589","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2012,0
"19590","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2013,28500
"19591","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2014,0
"19592","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2015,0
"19593","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2016,0
"19594","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2017,0
"19595","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2018,0
"19596","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2019,0
"19597","Galanthus nivalis","Amaryllidaceae","Liliales","US","NL",2020,0
"19598","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2000,0
"19599","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2001,0
"19600","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2002,0
"19601","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2003,0
"19602","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2004,0
"19603","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2005,65500
"19604","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2006,0
"19605","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2007,0
"19606","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2008,0
"19607","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2009,0
"19608","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2010,0
"19609","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2011,0
"19610","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2012,0
"19611","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2013,0
"19612","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2014,0
"19613","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2015,0
"19614","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2016,0
"19615","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2017,0
"19616","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2018,0
"19617","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2019,0
"19618","Galanthus woronowii","Amaryllidaceae","Liliales","CH","TR",2020,0
"19619","Galanthus woronowii","Amaryllidaceae","Liliales","DK","TR",2000,0
